174437902 ;4;-1527.0;-3645.0;-882.0;-33.0;-1940.0;-642.0;-67.0;-5.0;-39.0;186;202;
174437911 ;5;-1248.0;-3681.0;-792.0;38.0;-1954.0;-663.0;-67.0;-5.0;-39.0;46;250;
174437949 ;6;-1054.0;-3596.0;-624.0;101.0;-1968.0;-661.0;-70.0;-8.0;-34.0;33;101;
174437951 ;7;-1093.0;-3552.0;-379.0;160.0;-2007.0;-664.0;-70.0;-8.0;-34.0;47;67;
174437953 ;8;-1096.0;-3498.0;-293.0;157.0;-2112.0;-673.0;-75.0;-9.0;-27.0;68;176;
174437958 ;9;-1095.0;-3516.0;-167.0;174.0;-2257.0;-686.0;-75.0;-9.0;-27.0;38;240;
174437986 ;10;-829.0;-3613.0;21.0;196.0;-2343.0;-744.0;-71.0;-11.0;-33.0;14;122;
174437986 ;10;18955.0;9213.0;7921.0;-1792.0;-5888.0;11254.0;-17923.0;-2561.0;-8193.0;255;243;
174437996 ;12;-907.0;-3889.0;88.0;362.0;-2343.0;-693.0;-75.0;-15.0;-29.0;198;98;
174438007 ;13;-1102.0;-3815.0;-100.0;411.0;-2419.0;-709.0;-75.0;-15.0;-29.0;102;154;
174438080 ;15;-1148.0;-3762.0;-91.0;492.0;-2652.0;-709.0;-72.0;-14.0;-28.0;228;148;
174438093 ;16;-995.0;-3724.0;-112.0;527.0;-2692.0;-696.0;-73.0;-13.0;-27.0;154;94;
174438115 ;17;-831.0;-3654.0;-44.0;603.0;-2655.0;-689.0;-73.0;-13.0;-27.0;65;135;
174438137 ;18;-721.0;-3465.0;102.0;670.0;-2568.0;-676.0;-74.0;-12.0;-24.0;172;108;
174438143 ;19;-566.0;-3261.0;223.0;714.0;-2449.0;-662.0;-74.0;-12.0;-24.0;64;242;
174438146 ;20;-460.0;-3028.0;369.0;754.0;-2286.0;-639.0;-74.0;-14.0;-14.0;20;124;
174438152 ;21;-389.0;-2715.0;98.0;801.0;-2232.0;-614.0;-74.0;-14.0;-14.0;5;251;
174438157 ;23;-224.0;-2049.0;443.0;-693.0;-2368.0;-19639.0;-19.0;-4097.0;-23566.0;5;121;
